Sales,Shipping_Duration_Days,Order_Year,Order_Month,Order_Day,Order_Weekday,Category_Office Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables,Segment_Corporate,Segment_Home Office,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Region_East,Region_South,Region_West,State_Encoded,City_Grouped_Columbus,City_Grouped_Houston,City_Grouped_Los Angeles,City_Grouped_New York City,City_Grouped_Other,City_Grouped_Philadelphia,City_Grouped_San Diego,City_Grouped_San Francisco,City_Grouped_Seattle,City_Grouped_Springfield,Sales_per_Product
212.058,4,2016,12,27,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,41,False,True,False,False,False,False,False,False,False,False,363.528
371.168,4,2016,12,27,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,41,False,True,False,False,False,False,False,False,False,False,742.3359999999999
147.168,5,2018,9,10,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,11,False,False,False,False,True,False,False,False,False,False,120.888
77.88,5,2017,7,17,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,124.60799999999999
95.616,4,2018,9,19,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,8,False,False,False,False,True,False,False,False,False,False,262.94399999999996
45.98,2,2017,3,11,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,21,False,False,False,False,True,False,False,False,False,False,49.6584
17.46,2,2017,3,11,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,21,False,False,False,False,True,False,False,False,False,False,19.86075
211.96,5,2015,10,20,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,20,False,False,False,False,True,False,False,False,False,False,158.97
45.0,5,2017,6,20,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6,False,False,False,False,True,False,False,False,False,False,44.625
21.8,5,2017,6,20,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,6,False,False,False,False,True,False,False,False,False,False,32.7
38.22,4,2016,4,18,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,False,False,False,False,True,False,False,False,False,False,21.49875
75.18,4,2016,4,18,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,False,False,False,False,True,False,False,False,False,False,79.87875
6.16,4,2016,4,18,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,False,False,False,False,True,False,False,False,False,False,11.84088888888889
89.99,4,2016,4,18,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,False,False,False,False,True,False,False,False,False,False,181.104875
15.26,6,2017,12,11,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,7.848
1029.95,6,2017,12,11,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,484.0765
208.56,1,2017,6,17,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False,140.03314285714285
32.4,1,2017,6,17,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False,30.131999999999998
319.41,1,2017,6,17,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False,223.58700000000002
14.56,1,2017,6,17,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False,20.869333333333334
30.0,1,2017,6,17,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False,44.625
48.48,1,2017,6,17,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False,53.934000000000005
1.68,1,2017,6,17,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False,4.872
13.98,6,2016,11,24,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,30.756
25.824,6,2016,11,24,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,25.05542857142857
146.73,6,2016,11,24,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,185.858
79.76,6,2016,11,24,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,67.796
213.115,5,2016,4,30,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,198.23077777777777
1113.024,5,2015,12,5,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False,True,False,False,False,False,False,1113.024
167.968,5,2015,12,5,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,1,False,False,False,False,True,False,False,False,False,False,158.96971428571428
75.88,2,2017,6,4,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,44,False,False,False,False,False,False,False,False,False,True,169.46533333333332
4.616,5,2017,9,18,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,11.467875
19.05,3,2018,9,14,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,20,False,False,False,False,True,False,False,False,False,False,16.51
831.936,6,2016,4,26,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,40,False,False,False,False,True,False,False,False,False,False,530.0703333333333
97.04,6,2016,4,26,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,40,False,False,False,False,True,False,False,False,False,False,220.36166666666668
72.784,6,2016,4,26,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,40,False,False,False,False,True,False,False,False,False,False,313.88100000000003
1.248,2,2018,12,9,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,41,False,True,False,False,False,False,False,False,False,False,8.874666666666668
9.708,2,2018,12,9,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,41,False,True,False,False,False,False,False,False,False,False,33.43866666666667
27.24,2,2018,12,9,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,41,False,True,False,False,False,False,False,False,False,False,43.41375
19.3,5,2015,11,26,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,41,False,True,False,False,False,False,False,False,False,False,27.02
208.16,3,2017,6,12,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False,False,False,451.0133333333333
16.74,3,2017,6,12,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False,False,False,18.5256
14.9,4,2015,10,12,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,11.66457142857143
21.39,4,2015,10,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,80.569
200.984,5,2016,9,3,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,138.1765
230.376,3,2018,11,13,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False,272.6116
301.96,2,2018,5,28,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,38,False,False,False,False,True,False,False,False,False,False,340.78342857142854
19.99,7,2018,10,26,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,21,False,False,False,False,True,False,False,False,False,False,34.64933333333333
6.16,7,2018,10,26,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,21,False,False,False,False,True,False,False,False,False,False,9.445333333333332
158.368,5,2017,4,5,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,41,False,True,False,False,False,False,False,False,False,False,99.92266666666666
20.1,5,2017,9,17,6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,12.506666666666668
73.584,5,2017,9,17,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,120.888
6.48,5,2017,9,17,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,19.180799999999998
12.96,5,2016,1,31,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,21,False,False,False,False,True,False,False,False,False,False,14.070857142857145
53.34,5,2016,1,31,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,21,False,False,False,False,True,False,False,False,False,False,63.296800000000005
32.96,5,2016,1,31,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,21,False,False,False,False,True,False,False,False,False,False,30.579555555555558
5.682,6,2018,11,6,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,35,False,False,False,False,True,False,False,False,False,False,23.675
96.53,2,2018,11,9,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,30,False,False,False,True,False,False,False,False,False,False,56.88375
51.312,3,2018,6,17,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False,86.589
77.88,5,2017,9,6,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,21,False,False,False,False,True,False,False,False,False,False,48.45866666666667
64.624,4,2017,8,29,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,34.62
95.976,4,2017,8,29,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,154.62800000000001
1.788,4,2017,8,29,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,4.5125714285714285
23.92,3,2017,12,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,21,False,False,False,False,True,False,False,False,False,False,25.8336
238.896,4,2016,11,13,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4,False,False,False,False,True,False,False,False,False,False,230.9328
102.36,4,2016,11,13,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4,False,False,False,False,True,False,False,False,False,False,112.31166666666667
36.882,4,2016,11,13,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4,False,False,False,False,True,False,False,False,False,False,77.862
74.112,5,2018,11,23,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,38.9088
27.992,5,2018,11,23,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,47.2365
3.304,5,2018,11,23,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,11.918000000000001
339.96,5,2016,10,15,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,11,False,False,False,False,True,False,False,False,False,False,295.34024999999997
41.96,5,2018,12,25,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,50.352000000000004
75.96,7,2017,11,3,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13,False,False,False,False,True,False,False,False,False,False,161.79479999999998
27.24,7,2017,11,3,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13,False,False,False,False,True,False,False,False,False,False,16.603428571428573
40.096,2,2015,8,25,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,33,True,False,False,False,False,False,False,False,False,False,19.945714285714285
4.72,2,2015,8,25,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,33,True,False,False,False,False,False,False,False,False,False,13.317142857142857
23.976,2,2015,8,25,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,33,True,False,False,False,False,False,False,False,False,False,18.648
130.464,2,2015,8,25,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,33,True,False,False,False,False,False,False,False,False,False,81.53999999999999
787.53,4,2016,3,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,45,False,False,False,False,False,False,False,False,True,False,660.6501666666667
157.794,5,2016,4,5,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,40,False,False,False,False,True,False,False,False,False,False,848.14275
47.04,3,2017,6,12,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6,False,False,False,False,True,False,False,False,False,False,52.26666666666667
30.84,3,2017,6,12,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6,False,False,False,False,True,False,False,False,False,False,21.5109
226.56,3,2017,6,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,6,False,False,False,False,True,False,False,False,False,False,122.3424
115.02,3,2017,6,12,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6,False,False,False,False,True,False,False,False,False,False,53.675999999999995
68.04,3,2017,6,12,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,6,False,False,False,False,True,False,False,False,False,False,42.120000000000005
600.558,2,2015,12,26,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,41,False,True,False,False,False,False,False,False,False,False,1083.14925
617.7,5,2015,9,20,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,11,False,False,False,False,True,False,False,False,False,False,650.644
2.388,7,2018,11,5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,False,False,True,False,False,False,False,False,9.95
243.992,7,2018,11,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1,False,False,False,False,True,False,False,False,False,False,170.54542857142857
81.424,4,2017,11,6,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,3,False,False,True,False,False,False,False,False,False,False,92.6198
238.56,4,2017,11,6,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,3,False,False,True,False,False,False,False,False,False,False,260.8256
59.97,3,2018,2,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,33,True,False,False,False,False,False,False,False,False,False,56.63833333333333
78.304,3,2018,2,2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,33,True,False,False,False,False,False,False,False,False,False,118.85428571428572
21.456,3,2018,2,2,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,33,True,False,False,False,False,False,False,False,False,False,16.42326086956522
20.04,6,2017,10,13,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,True,False,False,False,False,False,20.541
35.44,6,2017,10,13,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,True,False,False,False,False,False,124.7488
11.52,6,2017,10,13,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,True,False,False,False,False,False,14.6304
4.02,6,2017,10,13,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,True,False,False,False,False,False,7.336499999999999
