Order_Year,Order_Month,Sales,Region_East,Region_South,Region_West,City_Grouped_Columbus,City_Grouped_Detroit,City_Grouped_Houston,City_Grouped_Los Angeles,City_Grouped_New York City,City_Grouped_Other,City_Grouped_Philadelphia,City_Grouped_San Diego,City_Grouped_San Francisco,City_Grouped_Seattle,Pname
2017,3,292.1,False,True,False,False,False,False,False,False,True,False,False,False,False,19
2017,1,210.98,False,False,False,False,True,False,False,False,False,False,False,False,False,20
2016,3,189.882,False,True,False,False,False,False,False,False,True,False,False,False,False,20
2014,8,174.0585,False,True,False,False,False,False,False,False,True,False,False,False,False,20
2015,10,253.176,False,False,True,False,False,False,False,False,False,False,False,True,False,20
2017,10,1875.258,False,True,False,False,False,False,False,False,True,False,False,False,False,21
2014,3,1071.576,True,False,False,False,False,False,False,True,False,False,False,False,False,21
2016,11,2678.94,False,False,False,False,False,False,False,False,True,False,False,False,False,21
2017,1,892.98,False,False,True,False,False,False,False,False,False,False,False,False,True,21
2017,1,69.375,False,False,False,False,False,False,False,False,True,False,False,False,False,22
2014,5,194.25,True,False,False,False,False,False,False,False,True,False,False,False,False,22
2017,11,166.5,True,False,False,False,False,False,False,True,False,False,False,False,False,22
2014,1,333.0,False,False,True,False,False,False,False,False,False,False,True,False,False,22
2015,8,277.5,False,False,True,False,False,False,False,False,True,False,False,False,False,22
2014,7,70.56,True,False,False,False,False,False,False,False,True,False,False,False,False,23
2016,8,161.28,False,False,True,False,False,False,True,False,False,False,False,False,False,23
2017,6,120.96,False,True,False,False,False,False,False,False,True,False,False,False,False,23
2016,8,241.92,True,False,False,False,False,False,False,False,False,True,False,False,False,23
2015,2,493.92,True,False,False,False,False,False,False,False,True,False,False,False,False,23
2016,8,136.464,False,False,True,False,False,False,True,False,False,False,False,False,False,24
2014,12,254.9745,False,False,True,False,False,False,False,False,True,False,False,False,False,25
2016,9,424.9575,False,False,True,False,False,False,False,False,True,False,False,False,False,25
2014,11,67.9932,False,False,False,False,False,True,False,False,False,False,False,False,False,25
2017,5,89.991,False,False,True,False,False,False,False,False,True,False,False,False,False,25
2015,11,299.97,True,False,False,False,False,False,False,False,True,False,False,False,False,25
2014,5,349.965,True,False,False,False,False,False,False,False,False,True,False,False,False,25
2017,5,209.979,False,False,True,False,False,False,False,False,True,False,False,False,False,25
2017,10,199.98,False,False,True,False,False,False,False,False,False,False,False,False,True,25
2014,4,99.592,False,False,True,False,False,False,False,False,True,False,False,False,False,26
2015,8,622.45,False,False,False,False,True,False,False,False,False,False,False,False,False,26
2016,5,298.776,False,False,True,False,False,False,False,False,True,False,False,False,False,26
2017,10,248.98,False,False,False,False,False,False,False,False,True,False,False,False,False,26
2017,12,896.328,False,False,True,False,False,False,True,False,False,False,False,False,False,26
2016,5,174.286,True,False,False,False,False,False,False,False,True,False,False,False,False,26
2017,5,373.47,True,False,False,False,False,False,False,False,False,True,False,False,False,26
2015,12,1618.37,False,False,True,False,False,False,False,False,False,False,False,False,True,26
2014,9,617.7,False,False,False,False,False,False,False,False,True,False,False,False,False,27
2017,4,411.8,False,True,False,True,False,False,False,False,False,False,False,False,False,27
2017,12,411.8,False,False,False,False,True,False,False,False,False,False,False,False,False,27
2014,6,1441.3,False,True,False,False,False,False,False,False,True,False,False,False,False,27
2016,5,370.62,False,True,False,False,False,False,False,False,True,False,False,False,False,27
2016,2,550.431,True,False,False,False,False,False,False,False,True,False,False,False,False,28
2014,11,629.064,False,False,True,False,False,False,True,False,False,False,False,False,False,28
2015,7,393.165,False,False,True,False,False,False,False,False,True,False,False,False,False,28
2017,10,262.11,False,False,False,False,False,False,False,False,True,False,False,False,False,28
2017,8,314.532,True,False,False,False,False,False,False,False,False,True,False,False,False,28
2016,9,393.165,False,False,True,False,False,False,False,False,True,False,False,False,False,28
2017,10,652.45,False,False,False,False,False,False,False,False,True,False,False,False,False,29
2017,1,913.43,False,False,False,False,False,False,False,False,True,False,False,False,False,29
2016,11,313.176,True,False,False,False,False,False,False,True,False,False,False,False,False,29
2016,12,313.176,True,False,False,False,False,False,False,True,False,False,False,False,False,29
2015,11,1252.704,True,False,False,False,False,False,False,False,False,True,False,False,False,29
2014,3,626.352,False,False,True,False,False,False,False,False,False,False,True,False,False,29
2014,9,2348.82,False,False,True,False,False,False,False,False,False,False,False,False,True,29
2017,12,521.96,False,False,True,False,False,False,False,False,False,False,False,False,True,29
2016,3,145.98,False,False,False,False,False,False,False,False,False,False,False,False,False,30
2015,12,364.95,False,False,True,False,False,False,False,False,True,False,False,False,False,30
2014,11,145.98,False,False,True,False,False,False,False,False,True,False,False,False,False,30
2017,11,350.352,True,False,False,False,False,False,False,False,False,True,False,False,False,30
2014,10,1298.55,False,False,True,False,False,False,False,False,True,False,False,False,False,31
2016,1,181.797,True,False,False,False,False,False,False,False,True,False,False,False,False,31
2017,12,934.956,False,True,False,False,False,False,False,False,True,False,False,False,False,31
2015,11,1038.84,False,False,True,False,False,False,True,False,False,False,False,False,False,31
2015,7,1090.782,True,False,False,False,False,False,False,True,False,False,False,False,False,31
2014,3,376.509,False,False,False,False,False,True,False,False,False,False,False,False,False,32
2014,10,143.432,False,False,True,False,False,False,True,False,False,False,False,False,False,32
2017,6,307.314,False,False,False,False,False,False,False,False,True,False,False,False,False,33
2017,9,512.19,False,False,False,False,False,True,False,False,False,False,False,False,False,33
2014,7,351.216,False,False,True,False,False,False,True,False,False,False,False,False,False,33
2015,11,1024.38,False,False,False,False,False,False,False,False,True,False,False,False,False,33
2015,1,102.438,False,False,False,False,False,False,False,False,True,False,False,False,False,33
2014,6,268.935,False,False,False,False,False,False,False,False,True,False,False,False,False,34
2017,10,251.006,False,False,False,False,False,False,False,False,True,False,False,False,False,34
2017,7,215.148,True,False,False,False,False,False,False,False,True,False,False,False,False,34
2014,11,573.728,False,False,True,False,False,False,True,False,False,False,False,False,False,34
2015,7,358.58,False,True,False,False,False,False,False,False,True,False,False,False,False,34
2017,12,1004.024,False,False,True,False,False,False,False,False,False,False,False,True,False,34
2017,8,230.28,False,False,True,False,False,False,False,False,True,False,False,False,False,35
2014,4,230.28,False,False,True,False,False,False,True,False,False,False,False,False,False,35
2016,4,383.8,False,False,True,False,False,False,True,False,False,False,False,False,False,35
2016,11,470.155,True,False,False,False,False,False,False,False,False,True,False,False,False,35
2016,7,230.28,False,False,True,False,False,False,False,False,True,False,False,False,False,35
2014,12,230.28,False,False,True,False,False,False,False,False,False,False,False,True,False,35
2017,3,933.408,False,False,False,False,False,False,False,False,True,False,False,False,False,36
2014,5,700.056,True,False,False,False,False,False,False,False,True,False,False,False,False,36
2016,12,400.032,True,False,False,False,False,False,False,False,True,False,False,False,False,36
2017,9,765.625,False,False,False,False,False,False,False,False,False,False,False,False,False,37
2014,8,218.75,False,False,True,False,False,False,False,False,True,False,False,False,False,37
2017,12,721.875,False,True,False,False,False,False,False,False,True,False,False,False,False,37
2014,11,1218.735,False,False,False,False,False,False,False,False,True,False,False,False,False,38
2015,11,696.42,False,False,True,False,False,False,False,False,True,False,False,False,False,38
2015,4,191.5155,False,True,False,False,False,False,False,False,True,False,False,False,False,38
2015,10,957.5775,False,True,False,False,False,False,False,False,True,False,False,False,False,38
2017,6,1044.63,True,False,False,False,False,False,False,True,False,False,False,False,False,38
2015,9,1044.63,False,False,True,False,False,False,False,False,True,False,False,False,False,38
2017,12,974.988,False,False,False,False,False,False,False,False,True,False,False,False,False,38
2016,12,1114.272,False,False,True,False,False,False,False,False,True,False,False,False,False,38
2015,12,801.96,False,False,False,False,False,False,False,False,True,False,False,False,False,39
2016,8,2887.056,False,False,True,False,False,False,True,False,False,False,False,False,False,39
2015,9,801.96,False,True,False,False,False,False,False,False,True,False,False,False,False,39
2015,9,481.176,True,False,False,False,False,False,False,True,False,False,False,False,False,39
2014,8,1202.94,False,True,False,False,False,False,False,False,True,False,False,False,False,39
2016,9,601.47,False,False,False,False,False,False,False,False,True,False,False,False,False,39
2015,12,1053.164,True,False,False,False,False,False,False,False,True,False,False,False,False,40
2014,12,3610.848,False,False,True,False,False,False,False,False,True,False,False,False,False,40
2017,10,1504.52,False,True,False,False,False,False,False,False,True,False,False,False,False,40
2017,12,526.582,True,False,False,False,False,False,False,False,True,False,False,False,False,40
2016,6,902.712,False,False,True,False,False,False,True,False,False,False,False,False,False,40
2016,12,902.712,False,False,True,False,False,False,True,False,False,False,False,False,False,40
2014,3,1579.746,True,False,False,False,False,False,False,True,False,False,False,False,False,40
2017,5,300.904,False,False,True,False,False,False,False,False,False,False,False,True,False,40
2017,9,300.904,False,False,True,False,False,False,False,False,False,False,False,True,False,40
2016,12,564.195,False,False,True,False,False,False,False,False,True,False,False,False,False,40
2017,4,620.6145,False,True,False,False,False,False,False,False,True,False,False,False,False,40
2016,9,1128.39,False,False,True,False,False,False,False,False,True,False,False,False,False,40
2016,6,1335.68,False,False,True,False,False,False,True,False,False,False,False,False,False,41
2017,12,1669.6,False,False,True,False,False,False,False,False,True,False,False,False,False,41
2016,1,626.1,False,False,False,False,False,False,False,False,True,False,False,False,False,41
2016,12,2003.52,False,False,True,False,False,False,False,False,False,False,False,True,False,41
2017,11,1781.682,False,True,False,False,False,False,False,False,True,False,False,False,False,42
2017,5,933.262,False,True,False,False,False,False,False,False,True,False,False,False,False,42
2015,1,1018.104,True,False,False,False,False,False,False,True,False,False,False,False,False,42
2017,9,254.526,True,False,False,False,False,False,False,True,False,False,False,False,False,42
2016,4,1272.63,False,False,True,False,False,False,False,False,True,False,False,False,False,42
2014,3,890.841,False,False,False,False,False,False,False,False,True,False,False,False,False,42
2015,3,3393.68,False,False,True,False,False,False,False,False,False,False,False,False,True,42
2014,4,744.1,False,False,False,False,False,True,False,False,False,False,False,False,False,43
2017,10,510.24,False,False,True,False,False,False,True,False,False,False,False,False,False,43
2015,12,1913.4,False,False,True,False,False,False,False,False,False,False,False,False,True,43
2017,4,233.86,False,True,False,False,False,False,False,False,True,False,False,False,False,43
2017,2,359.97,False,True,False,False,False,False,False,False,True,False,False,False,False,44
2015,5,509.9575,False,False,True,False,False,False,False,False,True,False,False,False,False,44
2017,2,203.983,False,False,True,False,False,False,False,False,True,False,False,False,False,44
2014,11,305.9745,False,False,True,False,False,False,True,False,False,False,False,False,False,44
2017,6,917.9235,False,False,True,False,False,False,True,False,False,False,False,False,False,44
2017,12,479.96000000000004,True,False,False,False,False,False,False,True,False,False,False,False,False,44
2016,2,239.98,False,True,False,False,False,False,False,False,True,False,False,False,False,44
2016,3,299.975,True,False,False,False,False,False,False,False,True,False,False,False,False,44
2016,10,239.372,True,False,False,False,False,False,False,False,True,False,False,False,False,45
2016,4,205.176,True,False,False,True,False,False,False,False,False,False,False,False,False,45
2015,12,273.568,False,False,True,False,False,False,True,False,False,False,False,False,False,45
2017,11,718.116,False,False,False,False,False,False,False,False,True,False,False,False,False,45
2017,9,825.174,False,False,False,False,False,False,False,False,False,False,False,False,False,46
2017,3,441.96,True,False,False,False,False,False,False,False,True,False,False,False,False,47
2015,10,66.294,False,False,True,False,False,False,False,False,True,False,False,False,False,47
2017,12,220.98,True,False,False,False,False,False,False,False,True,False,False,False,False,47
2016,6,1293.488,False,False,True,False,False,False,False,False,True,False,False,False,False,48
2016,6,692.94,False,False,False,False,False,False,False,False,True,False,False,False,False,48
2017,7,138.588,True,False,False,False,False,False,False,False,False,True,False,False,False,48
2017,9,1478.272,False,False,True,False,False,False,False,False,False,False,False,True,False,48
2014,9,493.43,False,False,False,False,False,False,False,False,False,False,False,False,False,49
2017,9,239.666,False,False,True,False,False,False,False,False,True,False,False,False,False,49
2015,3,383.4656,False,False,False,False,False,True,False,False,False,False,False,False,False,49
2016,6,838.8309999999999,False,False,True,False,False,False,True,False,False,False,False,False,False,49
2015,4,352.45,True,False,False,False,False,False,False,False,False,True,False,False,False,49
2014,3,1198.33,False,False,True,False,False,False,False,False,False,False,False,True,False,49
2014,7,119.833,False,False,True,False,False,False,False,False,False,False,False,True,False,49
2017,3,205.3328,False,False,False,False,False,False,False,False,True,False,False,False,False,50
2015,7,301.96,True,False,False,False,False,False,False,False,True,False,False,False,False,50
2017,6,241.568,False,True,False,False,False,False,False,False,True,False,False,False,False,50
2017,12,119.833,False,False,True,False,False,False,False,False,True,False,False,False,False,51
2017,5,314.352,False,True,False,False,False,False,False,False,True,False,False,False,False,52
2016,11,261.96,False,True,False,False,False,False,False,False,True,False,False,False,False,52
2016,4,556.665,False,False,True,False,False,False,True,False,False,False,False,False,False,52
2017,8,130.98,True,False,False,False,False,False,False,False,False,True,False,False,False,52
2015,12,69.576,False,False,True,False,False,False,False,False,True,False,False,False,False,53
2016,12,405.86,False,False,False,False,False,False,False,False,True,False,False,False,False,53
2016,9,173.94,True,False,False,False,False,False,False,False,True,False,False,False,False,53
2016,10,90.882,False,False,True,False,False,False,False,False,True,False,False,False,False,54
2016,12,141.372,False,False,False,False,False,False,False,False,False,False,False,False,False,55
2017,11,205.9992,False,False,False,False,False,False,False,False,True,False,False,False,False,55
2016,4,257.499,False,False,True,False,False,False,False,False,True,False,False,False,False,55
2017,4,242.352,True,False,False,False,False,False,False,True,False,False,False,False,False,55
2017,12,323.136,True,False,False,False,False,False,False,True,False,False,False,False,False,55
2017,7,302.94,False,True,False,False,False,False,False,False,True,False,False,False,False,55
2017,5,115.96,True,False,False,False,False,False,False,False,True,False,False,False,False,56
2016,11,86.97,True,False,False,True,False,False,False,False,False,False,False,False,False,56
2016,1,173.94,True,False,False,False,False,False,False,False,True,False,False,False,False,56
2017,2,231.92,False,True,False,False,False,False,False,False,True,False,False,False,False,56
2017,4,344.981,False,False,True,False,False,False,True,False,False,False,False,False,False,56
2015,9,46.384,True,False,False,False,False,False,False,True,False,False,False,False,False,56
2015,7,231.92,False,True,False,False,False,False,False,False,True,False,False,False,False,56
2017,12,78.8528,False,False,False,False,False,False,False,False,True,False,False,False,False,56
2017,7,115.96,False,False,True,False,False,False,False,False,False,False,False,False,True,56
2016,9,15.136,False,False,True,False,False,False,False,False,True,False,False,False,False,57
2017,5,1.892,False,False,False,False,False,False,False,False,False,False,False,False,False,57
2015,10,33.11,False,True,False,False,False,False,False,False,True,False,False,False,False,57
2016,12,18.92,False,True,False,False,False,False,False,False,True,False,False,False,False,57
2014,4,33.11,False,False,True,False,False,False,True,False,False,False,False,False,False,57
2017,10,9.46,False,False,True,False,False,False,False,False,True,False,False,False,False,57
2017,12,11.352,True,False,False,False,False,False,False,False,False,True,False,False,False,57
2014,9,14.19,False,False,True,False,False,False,False,False,False,False,False,False,True,57
2016,9,109.48,True,False,False,False,False,False,False,False,True,False,False,False,False,58
2014,9,164.22,True,False,False,False,False,False,False,False,True,False,False,False,False,58
2015,10,131.376,False,False,False,False,False,False,False,False,True,False,False,False,False,58
2017,12,109.48,True,False,False,False,False,False,False,True,False,False,False,False,False,58
2017,1,34.58,False,False,False,False,False,False,False,False,True,False,False,False,False,59
2016,4,24.7,False,False,True,False,False,False,True,False,False,False,False,False,False,59
2017,9,19.76,False,False,True,False,False,False,True,False,False,False,False,False,False,59
2016,9,14.82,True,False,False,False,False,False,False,False,True,False,False,False,False,59
2017,11,19.76,False,False,False,False,False,False,False,False,True,False,False,False,False,59
2016,11,14.82,False,False,True,False,False,False,False,False,False,False,False,True,False,59
2017,7,7.904,False,True,False,False,False,False,False,False,True,False,False,False,False,59
2017,3,60.84,False,False,False,False,False,False,False,False,True,False,False,False,False,60
2017,11,101.4,True,False,False,False,False,False,False,True,False,False,False,False,False,60
2017,5,32.448,True,False,False,False,False,False,False,False,False,True,False,False,False,60
2017,2,480.96,False,False,False,False,False,False,False,False,False,False,False,False,False,61
2014,12,2244.48,False,True,False,False,False,False,False,False,True,False,False,False,False,61
2016,8,513.024,False,False,True,False,False,False,True,False,False,False,False,False,False,61
2017,6,384.768,True,False,False,False,False,False,False,True,False,False,False,False,False,61
2017,7,801.6,False,False,True,False,False,False,False,False,True,False,False,False,False,61
2017,10,673.344,True,False,False,False,False,False,False,False,True,False,False,False,False,61
2016,9,1652.94,False,True,False,False,False,False,False,False,True,False,False,False,False,62
2014,10,385.686,True,False,False,False,False,False,False,False,True,False,False,False,False,62
2016,10,661.176,True,False,False,False,False,False,False,False,True,False,False,False,False,62
2014,6,991.764,True,False,False,False,False,False,False,False,True,False,False,False,False,62
2016,10,330.588,True,False,False,False,False,False,False,True,False,False,False,False,False,62
2014,12,275.49,False,False,True,False,False,False,False,False,True,False,False,False,False,62
2015,1,4297.644,False,True,False,False,False,False,False,False,True,False,False,False,False,63
2016,12,1652.94,False,False,False,False,True,False,False,False,False,False,False,False,False,63
2017,10,2314.116,False,True,False,False,False,False,False,False,True,False,False,False,False,63
2017,9,1322.352,False,False,True,False,False,False,True,False,False,False,False,False,False,63
2014,3,330.588,True,False,False,False,False,False,False,False,True,False,False,False,False,63
2017,6,108.925,False,False,False,False,False,False,False,False,False,False,False,False,False,64
2017,6,457.485,False,False,False,False,False,False,False,False,True,False,False,False,False,64
2015,4,609.98,False,False,False,False,False,False,False,False,True,False,False,False,False,64
2015,11,653.55,False,False,False,False,False,False,False,False,True,False,False,False,False,64
2014,4,653.55,False,False,True,False,False,False,False,False,False,False,False,False,True,64
2017,6,871.4,False,False,True,False,False,False,False,False,False,False,False,False,True,64
2017,10,284.364,True,False,False,False,False,False,False,False,True,False,False,False,False,65
2014,5,355.455,False,False,False,False,False,False,False,False,True,False,False,False,False,65
2014,6,1706.184,False,False,True,False,False,False,True,False,False,False,False,False,False,65
2016,9,568.728,False,False,True,False,False,False,True,False,False,False,False,False,False,65
2017,10,189.576,False,False,True,False,False,False,True,False,False,False,False,False,False,65
2015,8,284.364,True,False,False,False,False,False,False,True,False,False,False,False,False,65
2016,10,142.182,True,False,False,False,False,False,False,True,False,False,False,False,False,65
2017,8,568.728,False,False,True,False,False,False,False,False,True,False,False,False,False,65
2014,8,853.092,True,False,False,False,False,False,False,False,False,True,False,False,False,65
2015,5,244.006,False,False,False,False,False,False,False,False,True,False,False,False,False,66
2016,12,366.009,True,False,False,False,False,False,False,False,True,False,False,False,False,66
2017,3,697.16,False,False,True,False,False,False,False,False,True,False,False,False,False,66
2016,11,1568.61,False,False,False,False,False,False,False,False,True,False,False,False,False,66
2016,9,383.438,False,True,False,False,False,False,False,False,True,False,False,False,False,66
2017,8,418.296,False,False,True,False,False,False,True,False,False,False,False,False,False,66
2016,1,313.722,True,False,False,False,False,False,False,True,False,False,False,False,False,66
2016,8,209.148,True,False,False,False,False,False,False,True,False,False,False,False,False,66
2016,3,697.16,False,False,False,False,False,False,False,False,True,False,False,False,False,66
2016,2,557.728,False,False,True,False,False,False,False,False,False,False,True,False,False,66
2017,11,1673.184,False,False,True,False,False,False,False,False,False,False,True,False,False,66
2016,3,244.006,True,False,False,False,False,False,False,False,True,False,False,False,False,66
2016,3,836.592,True,False,False,False,False,False,False,False,True,False,False,False,False,66
2017,11,28.4,False,False,False,False,False,False,False,False,True,False,False,False,False,67
2016,9,42.6,False,True,False,False,False,False,False,False,True,False,False,False,False,67
2015,11,42.6,False,False,True,False,False,False,True,False,False,False,False,False,False,67
2016,3,113.6,True,False,False,False,False,False,False,True,False,False,False,False,False,67
2015,2,28.4,False,False,False,False,False,False,False,False,True,False,False,False,False,67
2017,11,42.6,False,False,True,False,False,False,False,False,False,False,False,True,False,67
